image_name;manual_count;script_own;script_simple;script_watershed;script_own_sparse;script_SarDist;YOLO_count
img_01;81;;;;;;
img_02;83;;;;;;
img_03;88;;;;;;
img_04;75;;;;;;
img_05;56;;;;;;
img_06;92;;;;;;
img_07;75;;;;;;
img_08;58;;;;;;
img_09;89;;;;;;
img_10;77;;;;;;
img_11;85;;;;;;
img_12;55;;;;;;
img_13;78;;;;;;
img_14;63;;;;;;
img_15;64;;;;;;
