image_name;manual_count;script_own;script_simple;script_watershed;script_own_sparse;script_SarDist;YOLO_count
img_01;113;;;;;;
img_02;53;;;;;;
img_03;84;;;;;;
img_04;57;;;;;;
img_05;49;;;;;;
img_06;88;;;;;;
img_07;81;;;;;;
img_08;106;;;;;;
img_09;55;;;;;;
img_10;76;;;;;;
img_11;65;;;;;;
img_12;81;;;;;;
img_13;90;;;;;;
img_14;72;;;;;;
img_15;55;;;;;;
